Pincode,Zone,City,State,COD,PrePaid
262540,North,PITHORAGARH,UTTARAKHAND,TRUE,TRUE
212212,North,BHARWARI,UTTAR PRADESH,TRUE,TRUE
797107,North East,PHEK,NAGALAND,TRUE,TRUE
523246,South-1,PODILI,ANDHRA PRADESH,TRUE,TRUE
518308,South-1,ADONI,ANDHRA PRADESH,TRUE,TRUE
456664,Central,RAISEN,MADHYA PRADESH,TRUE,TRUE
583280,South-2,BELGUAM,KARNATAKA,TRUE,TRUE
365550,West,KHAMBHA,GUJARAT,TRUE,TRUE
781120,North East,BIJAYNAGAR,ASSAM,TRUE,TRUE
370490,West,NALIYA,GUJARAT,TRUE,TRUE
713375,East,ASANSOL,WEST BENGAL,TRUE,TRUE
560109,South-2,BANGALORE,KARNATAKA,TRUE,TRUE
581107,South-2,LAKSHMESHWARA,KARNATAKA,TRUE,TRUE
582120,South-2,LAKSHMESHWARA,KARNATAKA,TRUE,TRUE
581209,South-2,DHARWAD,KARNATAKA,TRUE,TRUE
313804,North,KERWARA,RAJASTHAN,TRUE,TRUE
495448,Central,KATGORA,CHHATTISGARH,TRUE,TRUE
493229,Central,KHARORA,CHHATTISGARH,TRUE,TRUE
495685,Central,SAKTI,CHHATTISGARH,TRUE,TRUE
573117,South-2,Arsikere,KARNATAKA,TRUE,TRUE
323801,North,NAINWA,RAJASTHAN,TRUE,TRUE
313330,North,AMET,RAJASTHAN,TRUE,TRUE
305207,North,PISAGAN,RAJASTHAN,TRUE,TRUE
142022,North,Ludhiana,PUNJAB,TRUE,TRUE
192126,North,ANANTNAG,JAMMU AND KASHMIR,TRUE,TRUE
794102,North East,BAGHMARA MG,MEGHALAYA,TRUE,TRUE
794103,North East,TURA,MEGHALAYA,TRUE,TRUE
793104,North East,SHILLONG,MEGHALAYA,TRUE,TRUE
471111,Central,HARPALPUR,MADHYA PRADESH,TRUE,TRUE
471405,Central,BADAMALHERA,MADHYA PRADESH,TRUE,TRUE
471301,Central,BADAMALHERA,MADHYA PRADESH,TRUE,TRUE
471311,Central,BADAMALHERA,MADHYA PRADESH,TRUE,TRUE
562107,South-2,BANGALORE,KARNATAKA,TRUE,TRUE
585322,South-2,JEWARGI,KARNATAKA,TRUE,TRUE
583112,South-2,RAMPURA,KARNATAKA,TRUE,TRUE
515872,South-2,RAMPURA,KARNATAKA,TRUE,TRUE
365456,West,AMRELI,GUJARAT,TRUE,TRUE
365545,West,JAFRABAD,GUJARAT,TRUE,TRUE
370620,West,NAKHTRANA,GUJARAT,TRUE,TRUE
370145,West,BHACHAU,GUJARAT,TRUE,TRUE
515833,South-1,URVAKONDA,ANDHRA PRADESH,TRUE,TRUE
516129,South-1,RAYACHOTY,ANDHRA PRADESH,TRUE,TRUE
533295,South-1,RAMPACHODAVARAM,ANDHRA PRADESH,TRUE,TRUE
413229,West,PATODA,MAHARASHTRA,TRUE,TRUE
623503,South-2,RAMANATHAPURAM,TAMIL NADU,TRUE,TRUE
638060,South-2,SALEM,TAMIL NADU,TRUE,TRUE
796701,North East,LUNGLEI,MIZORAM,TRUE,TRUE
584134,South-2,Raichur,KARNATAKA,TRUE,TRUE
577537,South-2,Challakere,KARNATAKA,TRUE,TRUE
585301,South-2,KALABURAGI,KARNATAKA,TRUE,TRUE
185212,North,RAJOURI,JAMMU AND KASHMIR,TRUE,TRUE
172026,North,ANNI,HIMACHAL PRADESH,TRUE,TRUE
314801,North,BICHHIWARA,RAJASTHAN,TRUE,TRUE
224172,North,AYODHYA,UTTAR PRADESH,TRUE,TRUE
332312,North,SEVAD BARI,RAJASTHAN,TRUE,TRUE
205121,North,GHIROR UP,UTTAR PRADESH,TRUE,TRUE
243501,North,BAREILLY,UTTAR PRADESH,TRUE,TRUE
400016,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400028,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400066,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400067,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400101,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400060,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400063,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400102,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400062,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400064,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400065,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400090,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400097,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400104,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400601,West,THANE,MAHARASHTRA,TRUE,TRUE
400602,West,THANE,MAHARASHTRA,TRUE,TRUE
400603,West,THANE,MAHARASHTRA,TRUE,TRUE
400604,West,THANE,MAHARASHTRA,TRUE,TRUE
400605,West,THANE,MAHARASHTRA,TRUE,TRUE
400606,West,THANE,MAHARASHTRA,TRUE,TRUE
400607,West,THANE,MAHARASHTRA,TRUE,TRUE
400608,West,THANE,MAHARASHTRA,TRUE,TRUE
400610,West,THANE,MAHARASHTRA,TRUE,TRUE
400615,West,THANE,MAHARASHTRA,TRUE,TRUE
400042,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400078,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400079,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400080,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400081,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400082,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400083,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400084,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400019,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400022,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400077,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400085,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400089,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400094,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400701,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400708,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
410209,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
410210,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
410218,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400703,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400705,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400709,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400710,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400614,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400706,West,NAVI MUMBAI,MAHARASHTRA,TRUE,TRUE
400071,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400073,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400074,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400068,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400091,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400092,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400103,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400001,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400005,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400020,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400021,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400023,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400032,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400038,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400039,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400010,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400012,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400014,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400015,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400027,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400031,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400033,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400011,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400013,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400018,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400025,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400030,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
690107,South-2,MAVELIKERA,KERALA,TRUE,TRUE
690558,South-2,MAVELIKERA,KERALA,TRUE,TRUE
621806,South-2,JEYAMKONDAM,TAMIL NADU,TRUE,TRUE
621710,South-2,JEYAMKONDAM,TAMIL NADU,TRUE,TRUE
621714,South-2,JEYAMKONDAM,TAMIL NADU,TRUE,TRUE
585214,South-2,YADGIR,KARNATAKA,TRUE,TRUE
585213,South-2,KALABURAGI,KARNATAKA,TRUE,TRUE
585212,South-2,KALABURAGI,KARNATAKA,TRUE,TRUE
263136,North,NAINITAL,UTTARAKHAND,TRUE,TRUE
263156,North,NAINITAL,UTTARAKHAND,TRUE,TRUE
303110,North,RAJNOTA,RAJASTHAN,TRUE,TRUE
182125,North,UDHAMPUR,JAMMU AND KASHMIR,TRUE,TRUE
263641,North,BAIJNATH UK,UTTARAKHAND,TRUE,TRUE
263642,North,BAGESHWAR,UTTARAKHAND,TRUE,TRUE
246194,North,PAURI GARHWAL,UTTARAKHAND,TRUE,TRUE
797108,North East,PHEK,NAGALAND,TRUE,TRUE
796181,North East,SERCHIP,MIZORAM,TRUE,TRUE
146114,North,BHOGPUR,PUNJAB,TRUE,TRUE
144633,North,PHAGWARA,PUNJAB,TRUE,TRUE
142054,North,MOGA,PUNJAB,TRUE,TRUE
171301,North,SHIMLA,HIMACHAL PRADESH,TRUE,TRUE
171204,North,SHIMLA,HIMACHAL PRADESH,TRUE,TRUE
263147,North,PANTNAGAR,UTTARAKHAND,TRUE,TRUE
262403,North,PANTNAGAR,UTTARAKHAND,TRUE,TRUE
225401,North,BARABANKI,UTTAR PRADESH,TRUE,TRUE
210423,North,MAHOBA,UTTAR PRADESH,TRUE,TRUE
313704,North,GOGUNDARJ,RAJASTHAN,TRUE,TRUE
625201,South-2,THIRUPPUVANAM,TAMIL NADU,TRUE,TRUE
573147,South-2,ARAKALGUD,KARNATAKA,TRUE,TRUE
625528,South-2,BODINAYAKANUR,TAMIL NADU,TRUE,TRUE
625527,South-2,USILAMPATTI,TAMIL NADU,TRUE,TRUE
625102,South-2,MELUR,TAMIL NADU,TRUE,TRUE
533339,South-1,RAMPACHODAVARAM,ANDHRA PRADESH,TRUE,TRUE
686545,South-2,TIRUVELLA,KERALA,TRUE,TRUE
363510,West,SAYLA GJ,GUJARAT,TRUE,TRUE
637013,South-2,TRICHY,TAMIL NADU,TRUE,TRUE
637021,South-2,TRICHY,TAMIL NADU,TRUE,TRUE
621208,South-2,TRICHY,TAMIL NADU,TRUE,TRUE
364120,West,TALAJA,GUJARAT,TRUE,TRUE
781038,North East,GUWAHATI,ASSAM,TRUE,TRUE
624219,South-2,AYYAMPALYAM,TAMIL NADU,TRUE,TRUE
627452,South-2,TIRUNELVELI,TAMIL NADU,TRUE,TRUE
587344,South-2,MUDHOL,KARNATAKA,TRUE,TRUE
222301,North,SULTANPUR,UTTAR PRADESH,TRUE,TRUE
262523,North,CHAMPAWAT,UTTARAKHAND,TRUE,TRUE
263639,North,BAIJNATH UK,UTTARAKHAND,TRUE,TRUE
263638,North,SOMESHWAR,UTTARAKHAND,TRUE,TRUE
263637,North,SOMESHWAR,UTTARAKHAND,TRUE,TRUE
262502,North,PITHORAGARH,UTTARAKHAND,TRUE,TRUE
262501,North,PITHORAGARH,UTTARAKHAND,TRUE,TRUE
263653,North,CHAUKHUTIYA,UTTARAKHAND,TRUE,TRUE
263656,North,CHAUKHUTIYA,UTTARAKHAND,TRUE,TRUE
585437,South-2,BIDAR,KARNATAKA,TRUE,TRUE
585419,South-2,BIDAR,KARNATAKA,TRUE,TRUE
246172,North,SATPULI,UTTARAKHAND,TRUE,TRUE
246167,North,SATPULI,UTTARAKHAND,TRUE,TRUE
263645,North,RANIKHET,UTTARAKHAND,TRUE,TRUE
577521,South-2,JAGALUR,KARNATAKA,TRUE,TRUE
577230,South-2,HONNALLI,KARNATAKA,TRUE,TRUE
263643,North,ALMORA,UTTARAKHAND,TRUE,TRUE
263601,North,ALMORA,UTTARAKHAND,TRUE,TRUE
262524,North,LOHAGHAT,UTTARAKHAND,TRUE,TRUE
577219,South-2,MALEBENNUR,KARNATAKA,TRUE,TRUE
581208,South-2,Ranebennur,KARNATAKA,TRUE,TRUE
768121,East,DEOGARH OR,ORISSA,TRUE,TRUE
768119,East,DEOGARH OR,ORISSA,TRUE,TRUE
768108,East,DEOGARH OR,ORISSA,TRUE,TRUE
768214,East,KUCHINDA,ORISSA,TRUE,TRUE
768228,East,KUCHINDA,ORISSA,TRUE,TRUE
768227,East,KUCHINDA,ORISSA,TRUE,TRUE
768222,East,KUCHINDA,ORISSA,TRUE,TRUE
627652,South-2,THISAYANVILAI,TAMIL NADU,TRUE,TRUE
686632,South-2,KOTTAYAM,KERALA,TRUE,TRUE
801306,East,HILSA,BIHAR,TRUE,TRUE
843127,East,SARAIYA,BIHAR,TRUE,TRUE
476332,Central,BIJAIPUR,MADHYA PRADESH,TRUE,TRUE
402401,West,MURUD JANJIRA,MAHARASHTRA,TRUE,TRUE
387430,West,NADIAD,GUJARAT,TRUE,TRUE
387330,West,KAPADWANJ,GUJARAT,TRUE,TRUE
387340,West,KAPADWANJ,GUJARAT,TRUE,TRUE
387305,West,KAPADWANJ,GUJARAT,TRUE,TRUE
387335,West,NADIAD,GUJARAT,TRUE,TRUE
364295,West,BAGDANA,GUJARAT,TRUE,TRUE
364145,West,BAGDANA,GUJARAT,TRUE,TRUE
422208,West,PEINT,MAHARASHTRA,TRUE,TRUE
622403,South-2,PUDUKKOTTAI,TAMIL NADU,TRUE,TRUE
791104,North East,PASHIGHAT,ARUNACHAL PRADESH,TRUE,TRUE
562122,South-2,HOSKOTE,KARNATAKA,TRUE,TRUE
141415,North,MACHIWARA,PUNJAB,TRUE,TRUE
141413,North,MACHIWARA,PUNJAB,TRUE,TRUE
181114,North,MIRAN SAHIB,JAMMU AND KASHMIR,TRUE,TRUE
182161,North,CHENANI,JAMMU AND KASHMIR,TRUE,TRUE
582117,South-2,LAKSHMESHWARA,KARNATAKA,TRUE,TRUE
591107,South-2,GOKAK,KARNATAKA,TRUE,TRUE
825411,East,PADMA,JHARKHAND,TRUE,TRUE
841439,East,BASANT PUR,BIHAR,TRUE,TRUE
841416,East,BASANT PUR,BIHAR,TRUE,TRUE
841408,East,BASANT PUR,BIHAR,TRUE,TRUE
841509,East,CHAINPUR,BIHAR,TRUE,TRUE
841240,East,CHAINPUR,BIHAR,TRUE,TRUE
841236,East,CHAINPUR,BIHAR,TRUE,TRUE
841210,East,CHAINPUR,BIHAR,TRUE,TRUE
841203,East,CHAINPUR,BIHAR,TRUE,TRUE
788830,North East,MAIBONG,ASSAM,TRUE,TRUE
394810,West,HANSOT,GUJARAT,TRUE,TRUE
393020,West,HANSOT,GUJARAT,TRUE,TRUE
393030,West,HANSOT,GUJARAT,TRUE,TRUE
313803,North,KERWARA,RAJASTHAN,TRUE,TRUE
261405,North,SITAPUR,UTTAR PRADESH,TRUE,TRUE
504309,South-1,ADILABAD,TELANGANA,TRUE,TRUE
561211,South-2,Alipura,KARNATAKA,TRUE,TRUE
627359,South-2,TIRUNELVELI,TAMIL NADU,TRUE,TRUE
628714,South-2,TIRUNELVELI,TAMIL NADU,TRUE,TRUE
628716,South-2,TIRUNELVELI,TAMIL NADU,TRUE,TRUE
628952,South-2,TIRUNELVELI,TAMIL NADU,TRUE,TRUE
581211,South-2,Ranebennur,KARNATAKA,TRUE,TRUE
609201,South-2,THANJAVUR,TAMIL NADU,TRUE,TRUE
609608,South-2,THANJAVUR,TAMIL NADU,TRUE,TRUE
621111,South-2,LALGUDI,TAMIL NADU,TRUE,TRUE
585306,South-2,KALABURAGI,KARNATAKA,TRUE,TRUE
623135,South-2,MUTHUKULATHUR,TAMIL NADU,TRUE,TRUE
625708,South-2,THIRUPARANKUNDRAM,TAMIL NADU,TRUE,TRUE
271129,North,GONDA,UTTAR PRADESH,TRUE,TRUE
271124,North,GONDA,UTTAR PRADESH,TRUE,TRUE
331301,North,CHURU,RAJASTHAN,TRUE,TRUE
585321,South-2,YADGIR,KARNATAKA,TRUE,TRUE
630309,South-2,PUDUKKOTTAI,TAMIL NADU,TRUE,TRUE
621314,South-2,PUDUKKOTTAI,TAMIL NADU,TRUE,TRUE
676319,South-2,MALAPPURAM,KERALA,TRUE,TRUE
676317,South-2,MALAPPURAM,KERALA,TRUE,TRUE
571436,South-2,KIKKERI,KARNATAKA,TRUE,TRUE
678671,South-2,PALAKKAD,KERALA,TRUE,TRUE
678573,South-2,PALAKKAD,KERALA,TRUE,TRUE
314035,North,SIMAL WARA,RAJASTHAN,TRUE,TRUE
314030,North,SIMAL WARA,RAJASTHAN,TRUE,TRUE
327026,North,BANSWARA,RAJASTHAN,TRUE,TRUE
323021,North,KESHOVRAIPATAN,RAJASTHAN,TRUE,TRUE
127307,North,ATELA,HARYANA,TRUE,TRUE
136030,North,PEHWA,HARYANA,TRUE,TRUE
331811,North,SHERUNA,RAJASTHAN,TRUE,TRUE
228161,North,SULTANPUR,UTTAR PRADESH,TRUE,TRUE
328031,North,SIRMATHURA,RAJASTHAN,TRUE,TRUE
591305,South-2,GOKAK,KARNATAKA,TRUE,TRUE
142028,North,ZIRA,PUNJAB,TRUE,TRUE
148018,North,PATIALA,PUNJAB,TRUE,TRUE
176223,North,SHAHPUR,HIMACHAL PRADESH,TRUE,TRUE
191204,North,LAR GANDERBAL,JAMMU AND KASHMIR,TRUE,TRUE
191203,North,GANDERBAL,JAMMU AND KASHMIR,TRUE,TRUE
191102,North,PAMPORE,JAMMU AND KASHMIR,TRUE,TRUE
182128,North,RAMNAGAR UDHAMPUR,JAMMU AND KASHMIR,TRUE,TRUE
685563,South-2,RAJAKKAD,KERALA,TRUE,TRUE
685619,South-2,RAJAKKAD,KERALA,TRUE,TRUE
685618,South-2,RAJAKKAD,KERALA,TRUE,TRUE
685566,South-2,RAJAKKAD,KERALA,TRUE,TRUE
518442,South-1,KURNOOL,ANDHRA PRADESH,TRUE,TRUE
523180,South-1,ONGOLE,ANDHRA PRADESH,TRUE,TRUE
173028,North,PAONTA SAHIB,HIMACHAL PRADESH,TRUE,TRUE
173021,North,PAONTA SAHIB,HIMACHAL PRADESH,TRUE,TRUE
173025,North,PAONTA SAHIB,HIMACHAL PRADESH,TRUE,TRUE
331505,North,PARIHARA,RAJASTHAN,TRUE,TRUE
685561,South-2,ADIMALI,KERALA,TRUE,TRUE
141016,North,LUDHIANA,PUNJAB,TRUE,TRUE
141012,North,LUDHIANA,PUNJAB,TRUE,TRUE
141010,North,LUDHIANA,PUNJAB,TRUE,TRUE
141008,North,LUDHIANA,PUNJAB,TRUE,TRUE
141003,North,LUDHIANA,PUNJAB,TRUE,TRUE
141007,North,LUDHIANA,PUNJAB,TRUE,TRUE
141002,North,LUDHIANA,PUNJAB,TRUE,TRUE
141001,North,LUDHIANA,PUNJAB,TRUE,TRUE
141000,North,LUDHIANA,PUNJAB,TRUE,TRUE
416525,West,KUDAL,MAHARASHTRA,TRUE,TRUE
415108,West,GHOGAON,MAHARASHTRA,TRUE,TRUE
506355,South-1,CHERIYAL,TELANGANA,TRUE,TRUE
787878,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
565656,South-2,BANGALORE,KARNATAKA,TRUE,TRUE
121005,North,DELHI NCR,DELHI,TRUE,TRUE
121006,North,DELHI NCR,DELHI,TRUE,TRUE
121007,North,DELHI NCR,DELHI,TRUE,TRUE
121008,North,DELHI NCR,DELHI,TRUE,TRUE
121009,North,DELHI NCR,DELHI,TRUE,TRUE
121010,North,DELHI NCR,DELHI,TRUE,TRUE
121013,North,DELHI NCR,DELHI,TRUE,TRUE
121101,North,DELHI NCR,DELHI,TRUE,TRUE
121001,North,DELHI NCR,DELHI,TRUE,TRUE
121003,North,DELHI NCR,DELHI,TRUE,TRUE
796321,North East,CHAMPHAI,MIZORAM,TRUE,TRUE
577543,South-2,CHALLAKERE,KARNATAKA,TRUE,TRUE
577536,South-2,CHALLAKERE,KARNATAKA,TRUE,TRUE
587104,South-2,BADAMI,KARNATAKA,TRUE,TRUE
587205,South-2,BADAMI,KARNATAKA,TRUE,TRUE
573113,South-2,ARAKALGUD,KARNATAKA,TRUE,TRUE
628209,South-2,THIRUCHENDUR,TAMIL NADU,TRUE,TRUE
670144,South-2,KANNUR,KERALA,TRUE,TRUE
670314,South-2,PARAPPA,KERALA,TRUE,TRUE
671544,South-2,MULLERIA,KERALA,TRUE,TRUE
670583,South-2,NADUVIL,KERALA,TRUE,TRUE
814166,East,JAMTARA,JHARKHAND,TRUE,TRUE
711324,East,HOWRAH,WEST BENGAL,TRUE,TRUE
835234,East,LAPUNG,JHARKHAND,TRUE,TRUE
759106,East,TALCHER,ORISSA,TRUE,TRUE
759029,East,TALCHER,ORISSA,TRUE,TRUE
731139,East,SURI,WEST BENGAL,TRUE,TRUE
731146,East,SURI,WEST BENGAL,TRUE,TRUE
721170,East,SONAKHALI,WEST BENGAL,TRUE,TRUE
721315,East,JHARGRAM,WEST BENGAL,TRUE,TRUE
843325,East,SHEOHAR,BIHAR,TRUE,TRUE
843335,East,SHEOHAR,BIHAR,TRUE,TRUE
768117,East,Sambalpur,ORISSA,TRUE,TRUE
742157,East,NAGAR,WEST BENGAL,TRUE,TRUE
742409,East,SAGARPARA,WEST BENGAL,TRUE,TRUE
757072,East,RASGOVINDPUR,ORISSA,TRUE,TRUE
829109,East,RAMGARH,JHARKHAND,TRUE,TRUE
829150,East,RAMGARH,JHARKHAND,TRUE,TRUE
721123,East,CHANDRAKONA,WEST BENGAL,TRUE,TRUE
721258,East,CHANDRAKONA,WEST BENGAL,TRUE,TRUE
721259,East,CHANDRAKONA,WEST BENGAL,TRUE,TRUE
700162,East,KOLKATA,WEST BENGAL,TRUE,TRUE
752006,East,PURI,ORISSA,TRUE,TRUE
752010,East,PURI,ORISSA,TRUE,TRUE
829317,East,PETARBAR,JHARKHAND,TRUE,TRUE
829412,East,PETARBAR,JHARKHAND,TRUE,TRUE
754235,East,PATTAMUNDAI,ORISSA,TRUE,TRUE
754238,East,PATTAMUNDAI,ORISSA,TRUE,TRUE
826116,East,PATRATU,JHARKHAND,TRUE,TRUE
831109,East,PATRATU,JHARKHAND,TRUE,TRUE
831110,East,PATRATU,JHARKHAND,TRUE,TRUE
834016,East,PATRATU,JHARKHAND,TRUE,TRUE
766021,East,BHAWANIPATNA,ORISSA,TRUE,TRUE
766109,East,BHAWANIPATNA,ORISSA,TRUE,TRUE
721138,East,JHARGRAM,WEST BENGAL,TRUE,TRUE
761127,East,BHANJANAGAR,ORISSA,TRUE,TRUE
835022,East,MURI,JHARKHAND,TRUE,TRUE
764062,East,Berhampur,ORISSA,TRUE,TRUE
721103,East,MIDNAPORE,WEST BENGAL,TRUE,TRUE
814165,East,Mahagama,JHARKHAND,TRUE,TRUE
835305,East,LOHARDAGA,JHARKHAND,TRUE,TRUE
835304,East,LOHARDAGA,JHARKHAND,TRUE,TRUE
741318,East,KRISHNANAGAR,WEST BENGAL,TRUE,TRUE
743413,East,BASIRHAT,WEST BENGAL,TRUE,TRUE
743414,East,BASIRHAT,WEST BENGAL,TRUE,TRUE
766117,East,SINDHEKELA,ORISSA,TRUE,TRUE
743302,East,BARUIPUR,WEST BENGAL,TRUE,TRUE
825223,East,BARAKATHA,JHARKHAND,TRUE,TRUE
759036,East,KANIHA,ORISSA,TRUE,TRUE
825308,East,BARKAGAON,JHARKHAND,TRUE,TRUE
828144,East,BALIAPUR,JHARKHAND,TRUE,TRUE
757093,East,JHARPOKHARIA,ORISSA,TRUE,TRUE
757031,East,JHARPOKHARIA,ORISSA,TRUE,TRUE
768101,East,ATTABIRA,ORISSA,TRUE,TRUE
562125,South-2,Hoskote,KARNATAKA,TRUE,TRUE
121004,North,DELHI NCR,DELHI,TRUE,TRUE
635702,South-2,UTHANGARAI,TAMIL NADU,TRUE,TRUE
635701,South-2,UTHANGARAI,TAMIL NADU,TRUE,TRUE
635710,South-2,UTHANGARAI,TAMIL NADU,TRUE,TRUE
585443,South-2,BIDAR,KARNATAKA,TRUE,TRUE
585417,South-2,BIDAR,KARNATAKA,TRUE,TRUE
572228,South-2,TUMKUR,KARNATAKA,TRUE,TRUE
209121,North,KANPUR,UTTAR PRADESH,TRUE,TRUE
202130,North,ATRAULI,UTTAR PRADESH,TRUE,TRUE
793013,North East,SHILLONG,MEGHALAYA,TRUE,TRUE
796016,North East,AIZAWL,MIZORAM,TRUE,TRUE
781111,North East,BIJAYNAGAR,ASSAM,TRUE,TRUE
781131,North East,BIJAYNAGAR,ASSAM,TRUE,TRUE
781112,North East,BIJAYNAGAR,ASSAM,TRUE,TRUE
781345,North East,NALBARI,ASSAM,TRUE,TRUE
781402,North East,Sonapur,ASSAM,TRUE,TRUE
786008,North East,DIBRUGARH,ASSAM,TRUE,TRUE
791122,North East,DAPORIJO,ARUNACHAL PRADESH,TRUE,TRUE
900011,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
721000,East,KHARAGPUR,WEST BENGAL,TRUE,TRUE
585416,South-2,HUMNABAD,KARNATAKA,TRUE,TRUE
481224,Central,AMANGAON,MAHARASHTRA,TRUE,TRUE
813113,East,AKBARNAGAR,BIHAR,TRUE,TRUE
802128,East,BUXAR,BIHAR,TRUE,TRUE
841413,East,SIWAN,BIHAR,TRUE,TRUE
841232,East,SIWAN,BIHAR,TRUE,TRUE
841407,East,BARAULI,BIHAR,TRUE,TRUE
841405,East,BARAULI,BIHAR,TRUE,TRUE
721168,East,PANSKURA,WEST BENGAL,TRUE,TRUE
854340,East,ARARIA,BIHAR,TRUE,TRUE
285127,North,ORAI,UTTAR PRADESH,TRUE,TRUE
285126,North,ORAI,UTTAR PRADESH,TRUE,TRUE
212655,North,FATEHPUR,UTTAR PRADESH,TRUE,TRUE
212622,North,FATEHPUR,UTTAR PRADESH,TRUE,TRUE
262901,North,PALIA UP,UTTAR PRADESH,TRUE,TRUE
272181,North,BASTI,UTTAR PRADESH,TRUE,TRUE
272130,North,BASTI,UTTAR PRADESH,TRUE,TRUE
210504,North,HAMIRPUR UP,UTTAR PRADESH,TRUE,TRUE
210507,North,HAMIRPUR UP,UTTAR PRADESH,TRUE,TRUE
572217,South-2,Tiptur,KARNATAKA,TRUE,TRUE
572226,South-2,CHIKKANAYAKANAHALLI,KARNATAKA,TRUE,TRUE
609810,South-2,THANJAVUR,TAMIL NADU,TRUE,TRUE
609803,South-2,THANJAVUR,TAMIL NADU,TRUE,TRUE
523260,South-1,MEDARAMETLA,ANDHRA PRADESH,TRUE,TRUE
313332,North,AMET,RAJASTHAN,TRUE,TRUE
243505,North,BAREILLY,UTTAR PRADESH,TRUE,TRUE
585106,South-2,KALABURAGI,KARNATAKA,TRUE,TRUE
577216,South-2,SHIVAMOGGA,KARNATAKA,TRUE,TRUE
577220,South-2,SHIVAMOGGA,KARNATAKA,TRUE,TRUE
517586,South-1,PUTTUR,ANDHRA PRADESH,TRUE,TRUE
517591,South-1,PUTTUR,ANDHRA PRADESH,TRUE,TRUE
517589,South-1,PUTTUR,ANDHRA PRADESH,TRUE,TRUE
506369,South-1,WARANGAL,TELANGANA,TRUE,TRUE
